,venue,innings,batting_team,bowling_team,striker,bowler,total_runs
1134,Shaheed Veer Narayan Singh International Stadium,50,Sunrisers Hyderabad,Delhi Daredevils,22.799,7.48,46
1135,Shaheed Veer Narayan Singh International Stadium,100,Delhi Daredevils,Sunrisers Hyderabad,32.886,6.554,37
1136,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,Punjab Kings,Rising Pune Supergiants,20.953,10.625,52
1137,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,100,Rising Pune Supergiants,Punjab Kings,34.951,9.17,44
1138,Green Park,50,Mumbai Indians,Gujarat Lions,56.736,9.481,49
1139,Green Park,100,Gujarat Lions,Mumbai Indians,33.311,9.798,70
1140,Eden Gardens,50,Kolkata Knight Riders,Sunrisers Hyderabad,34.686,6.165,48
1141,Eden Gardens,100,Sunrisers Hyderabad,Kolkata Knight Riders,32.059,6.907,48
1142,Shaheed Veer Narayan Singh International Stadium,50,Delhi Daredevils,Royal Challengers Bangalore,32.886,8.587,43
1143,Shaheed Veer Narayan Singh International Stadium,100,Royal Challengers Bangalore,Delhi Daredevils,45.065,7.764,49
1144,M Chinnaswamy Stadium,50,Gujarat Lions,Royal Challengers Bangalore,53.716,7.141,23
1145,M Chinnaswamy Stadium,100,Royal Challengers Bangalore,Gujarat Lions,60.543,9.574,31
1146,Feroz Shah Kotla,50,Sunrisers Hyderabad,Kolkata Knight Riders,34.218,7.68,43
1147,Feroz Shah Kotla,100,Kolkata Knight Riders,Sunrisers Hyderabad,34.686,6.747,46
1148,Feroz Shah Kotla,50,Gujarat Lions,Sunrisers Hyderabad,40.441,9.081,38
1149,Feroz Shah Kotla,100,Sunrisers Hyderabad,Gujarat Lions,42.493,9.781,46
1150,M Chinnaswamy Stadium,50,Sunrisers Hyderabad,Royal Challengers Bangalore,22.799,5.938,59
1151,M Chinnaswamy Stadium,100,Royal Challengers Bangalore,Sunrisers Hyderabad,22.396,6.649,59
1152,"Rajiv Gandhi International Stadium, Uppal",50,Sunrisers Hyderabad,Royal Challengers Bangalore,34.218,8.101,59
1153,"Rajiv Gandhi International Stadium, Uppal",100,Royal Challengers Bangalore,Sunrisers Hyderabad,27.087,10.529,54
1154,Maharashtra Cricket Association Stadium,50,Mumbai Indians,Rising Pune Supergiant,33.606,8.136,61
1155,Maharashtra Cricket Association Stadium,100,Rising Pune Supergiant,Mumbai Indians,30.801,7.298,59
1156,Saurashtra Cricket Association Stadium,50,Gujarat Lions,Kolkata Knight Riders,33.45,7.507,52
1157,Saurashtra Cricket Association Stadium,100,Kolkata Knight Riders,Gujarat Lions,23.869,10.813,73
1158,Holkar Cricket Stadium,50,Rising Pune Supergiant,Punjab Kings,30.801,10.165,35
1159,Holkar Cricket Stadium,100,Punjab Kings,Rising Pune Supergiant,42.785,5.704,56
1160,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Delhi Daredevils,38.509,10.277,41
1161,M.Chinnaswamy Stadium,100,Delhi Daredevils,Royal Challengers Bangalore,40.055,4.009,43
1162,"Rajiv Gandhi International Stadium, Uppal",50,Gujarat Lions,Sunrisers Hyderabad,43.789,11.025,40
1163,"Rajiv Gandhi International Stadium, Uppal",100,Sunrisers Hyderabad,Gujarat Lions,34.218,9.29,59
1164,Wankhede Stadium,50,Kolkata Knight Riders,Mumbai Indians,45.118,10.366,59
1165,Wankhede Stadium,100,Mumbai Indians,Kolkata Knight Riders,24.038,5.732,49
1166,Holkar Cricket Stadium,50,Royal Challengers Bangalore,Punjab Kings,41.453,11.584,23
1167,Holkar Cricket Stadium,100,Punjab Kings,Royal Challengers Bangalore,21.804,5.677,62
1168,Maharashtra Cricket Association Stadium,50,Delhi Daredevils,Rising Pune Supergiant,28.877,7.743,62
1169,Maharashtra Cricket Association Stadium,100,Rising Pune Supergiant,Delhi Daredevils,44.093,10.277,50
1170,Wankhede Stadium,50,Sunrisers Hyderabad,Mumbai Indians,22.799,9.281,34
1171,Wankhede Stadium,100,Mumbai Indians,Sunrisers Hyderabad,44.108,11.115,61
1172,Eden Gardens,50,Punjab Kings,Kolkata Knight Riders,29.546,12.09,57
1173,Eden Gardens,100,Kolkata Knight Riders,Punjab Kings,38.02,11.467,76
1174,M Chinnaswamy Stadium,50,Royal Challengers Bangalore,Mumbai Indians,22.396,7.833,41
1175,M Chinnaswamy Stadium,100,Mumbai Indians,Royal Challengers Bangalore,52.357,4.151,21
1176,Saurashtra Cricket Association Stadium,50,Rising Pune Supergiant,Gujarat Lions,44.844,6.052,64
1177,Saurashtra Cricket Association Stadium,100,Gujarat Lions,Rising Pune Supergiant,22.544,3.582,61
1178,Eden Gardens,50,Kolkata Knight Riders,Sunrisers Hyderabad,47.767,10.529,40
1179,Eden Gardens,100,Sunrisers Hyderabad,Kolkata Knight Riders,22.799,9.84,45
1180,Feroz Shah Kotla,50,Delhi Daredevils,Punjab Kings,19.713,11.584,49
1181,Feroz Shah Kotla,100,Punjab Kings,Delhi Daredevils,52.165,10.277,40
1182,Wankhede Stadium,50,Gujarat Lions,Mumbai Indians,34.241,12.436,46
1183,Wankhede Stadium,100,Mumbai Indians,Gujarat Lions,34.54,8.88,56
1184,M Chinnaswamy Stadium,50,Rising Pune Supergiant,Royal Challengers Bangalore,22.264,6.437,55
1185,M Chinnaswamy Stadium,100,Royal Challengers Bangalore,Rising Pune Supergiant,30.253,5.304,42
1186,Feroz Shah Kotla,50,Delhi Daredevils,Kolkata Knight Riders,19.713,9.021,53
1187,Feroz Shah Kotla,100,Kolkata Knight Riders,Delhi Daredevils,50.302,9.213,49
1188,"Rajiv Gandhi International Stadium, Uppal",50,Sunrisers Hyderabad,Punjab Kings,34.218,13.39,29
1189,"Rajiv Gandhi International Stadium, Uppal",100,Punjab Kings,Sunrisers Hyderabad,40.703,8.721,51
1190,Saurashtra Cricket Association Stadium,50,Royal Challengers Bangalore,Gujarat Lions,22.396,6.812,45
1191,Saurashtra Cricket Association Stadium,100,Gujarat Lions,Royal Challengers Bangalore,44.58,4.295,57
1192,"Rajiv Gandhi International Stadium, Uppal",50,Sunrisers Hyderabad,Delhi Daredevils,34.772,9.506,39
1193,"Rajiv Gandhi International Stadium, Uppal",100,Delhi Daredevils,Sunrisers Hyderabad,30.891,8.518,56
1194,Holkar Cricket Stadium,50,Punjab Kings,Mumbai Indians,33.022,10.902,46
1195,Holkar Cricket Stadium,100,Mumbai Indians,Punjab Kings,34.54,13.976,82
1196,Eden Gardens,50,Kolkata Knight Riders,Gujarat Lions,38.02,11.033,65
1197,Eden Gardens,100,Gujarat Lions,Kolkata Knight Riders,33.311,5.747,72
1198,Wankhede Stadium,50,Mumbai Indians,Delhi Daredevils,44.108,8.824,48
1199,Wankhede Stadium,100,Delhi Daredevils,Mumbai Indians,60.028,7.834,23
1200,Maharashtra Cricket Association Stadium,50,Sunrisers Hyderabad,Rising Pune Supergiant,22.799,5.453,45
1201,Maharashtra Cricket Association Stadium,100,Rising Pune Supergiant,Sunrisers Hyderabad,32.991,8.334,55
1202,Saurashtra Cricket Association Stadium,50,Punjab Kings,Gujarat Lions,32.091,2.137,50
1203,Saurashtra Cricket Association Stadium,100,Gujarat Lions,Punjab Kings,42.447,9.767,50
1204,Eden Gardens,50,Kolkata Knight Riders,Royal Challengers Bangalore,38.02,4.151,65
1205,Eden Gardens,100,Royal Challengers Bangalore,Kolkata Knight Riders,54.502,5.906,39
1206,Wankhede Stadium,50,Rising Pune Supergiant,Mumbai Indians,22.264,8.614,48
1207,Wankhede Stadium,100,Mumbai Indians,Rising Pune Supergiant,34.54,5.453,44
1208,Maharashtra Cricket Association Stadium,50,Rising Pune Supergiant,Kolkata Knight Riders,22.264,7.605,57
1209,Maharashtra Cricket Association Stadium,100,Kolkata Knight Riders,Rising Pune Supergiant,38.02,5.313,45
1210,M Chinnaswamy Stadium,50,Royal Challengers Bangalore,Gujarat Lions,45.049,1.737,35
1211,M Chinnaswamy Stadium,100,Gujarat Lions,Royal Challengers Bangalore,42.439,2.9,49
1212,Eden Gardens,50,Delhi Daredevils,Kolkata Knight Riders,31.952,9.021,53
1213,Eden Gardens,100,Kolkata Knight Riders,Delhi Daredevils,38.02,10.561,47
1214,"Punjab Cricket Association IS Bindra Stadium, Mohali",50,Sunrisers Hyderabad,Punjab Kings,22.799,9.92,60
1215,"Punjab Cricket Association IS Bindra Stadium, Mohali",100,Punjab Kings,Sunrisers Hyderabad,44.136,11.125,59
1216,Maharashtra Cricket Association Stadium,50,Rising Pune Supergiant,Royal Challengers Bangalore,32.991,4.769,43
1217,Maharashtra Cricket Association Stadium,100,Royal Challengers Bangalore,Rising Pune Supergiant,32.858,6.634,39
1218,Saurashtra Cricket Association Stadium,50,Gujarat Lions,Mumbai Indians,51.574,12.436,48
1219,Saurashtra Cricket Association Stadium,100,Mumbai Indians,Gujarat Lions,34.54,6.76,61
1220,"Punjab Cricket Association IS Bindra Stadium, Mohali",50,Delhi Daredevils,Punjab Kings,51.101,9.67,25
1221,"Punjab Cricket Association IS Bindra Stadium, Mohali",100,Punjab Kings,Delhi Daredevils,22.251,4.988,50
1222,"Rajiv Gandhi International Stadium, Uppal",50,Sunrisers Hyderabad,Kolkata Knight Riders,22.799,10.561,79
1223,"Rajiv Gandhi International Stadium, Uppal",100,Kolkata Knight Riders,Sunrisers Hyderabad,47.767,8.607,44
1224,Wankhede Stadium,50,Royal Challengers Bangalore,Mumbai Indians,35.653,10.557,52
1225,Wankhede Stadium,100,Mumbai Indians,Royal Challengers Bangalore,34.54,4.378,55
1226,Maharashtra Cricket Association Stadium,50,Gujarat Lions,Rising Pune Supergiant,20.403,4.601,55
1227,Maharashtra Cricket Association Stadium,100,Rising Pune Supergiant,Gujarat Lions,52.902,3.33,43
1228,Feroz Shah Kotla,50,Sunrisers Hyderabad,Delhi Daredevils,34.772,5.281,66
1229,Feroz Shah Kotla,100,Delhi Daredevils,Sunrisers Hyderabad,31.488,8.607,62
1230,Eden Gardens,50,Kolkata Knight Riders,Rising Pune Supergiant,47.375,4.209,41
1231,Eden Gardens,100,Rising Pune Supergiant,Kolkata Knight Riders,32.991,6.381,74
1232,Feroz Shah Kotla,50,Gujarat Lions,Delhi Daredevils,43.377,5.4,58
1233,Feroz Shah Kotla,100,Delhi Daredevils,Gujarat Lions,31.488,3.33,63
1234,M Chinnaswamy Stadium,50,Punjab Kings,Royal Challengers Bangalore,43.672,6.733,35
1235,M Chinnaswamy Stadium,100,Royal Challengers Bangalore,Punjab Kings,49.145,7.355,46
1236,"Rajiv Gandhi International Stadium, Uppal",50,Rising Pune Supergiant,Sunrisers Hyderabad,32.991,12.572,35
1237,"Rajiv Gandhi International Stadium, Uppal",100,Sunrisers Hyderabad,Rising Pune Supergiant,43.047,4.209,47
1238,Feroz Shah Kotla,50,Mumbai Indians,Delhi Daredevils,20.438,8.172,60
1239,Feroz Shah Kotla,100,Delhi Daredevils,Mumbai Indians,51.709,12.436,35
1240,M Chinnaswamy Stadium,50,Royal Challengers Bangalore,Kolkata Knight Riders,47.845,7.605,40
1241,M Chinnaswamy Stadium,100,Kolkata Knight Riders,Royal Challengers Bangalore,28.404,5.065,105
1242,"Punjab Cricket Association IS Bindra Stadium, Mohali",50,Punjab Kings,Gujarat Lions,32.538,7.912,44
1243,"Punjab Cricket Association IS Bindra Stadium, Mohali",100,Gujarat Lions,Punjab Kings,20.397,10.494,58
1244,"Rajiv Gandhi International Stadium, Uppal",50,Mumbai Indians,Sunrisers Hyderabad,40.508,8.542,36
1245,"Rajiv Gandhi International Stadium, Uppal",100,Sunrisers Hyderabad,Mumbai Indians,34.218,12.436,43
1246,"Punjab Cricket Association IS Bindra Stadium, Mohali",50,Punjab Kings,Kolkata Knight Riders,45.066,7.215,41
1247,"Punjab Cricket Association IS Bindra Stadium, Mohali",100,Kolkata Knight Riders,Punjab Kings,39.395,10.265,61
1248,Green Park,50,Gujarat Lions,Delhi Daredevils,41.229,8.94,50
1249,Green Park,100,Delhi Daredevils,Gujarat Lions,41.825,6.95,64
1250,Wankhede Stadium,50,Punjab Kings,Mumbai Indians,34.779,10.557,71
1251,Wankhede Stadium,100,Mumbai Indians,Punjab Kings,20.438,13.49,68
1252,Feroz Shah Kotla,50,Delhi Daredevils,Rising Pune Supergiant,41.825,5.453,54
1253,Feroz Shah Kotla,100,Rising Pune Supergiant,Delhi Daredevils,41.049,8.555,53
1254,Green Park,50,Gujarat Lions,Sunrisers Hyderabad,20.397,8.542,61
1255,Green Park,100,Sunrisers Hyderabad,Gujarat Lions,41.603,7.348,47
1256,Eden Gardens,50,Mumbai Indians,Kolkata Knight Riders,28.088,9.832,51
1257,Eden Gardens,100,Kolkata Knight Riders,Mumbai Indians,50.897,4.766,53
1258,Maharashtra Cricket Association Stadium,50,Punjab Kings,Rising Pune Supergiant,61.998,4.471,32
1259,Maharashtra Cricket Association Stadium,100,Rising Pune Supergiant,Punjab Kings,32.991,14.58,43
1260,Feroz Shah Kotla,50,Royal Challengers Bangalore,Delhi Daredevils,26.98,8.94,37
1261,Feroz Shah Kotla,100,Delhi Daredevils,Royal Challengers Bangalore,41.825,6.75,42
1262,Wankhede Stadium,50,Rising Pune Supergiant,Mumbai Indians,41.049,9.969,33
1263,Wankhede Stadium,100,Mumbai Indians,Rising Pune Supergiant,47.175,4.762,42
1264,M Chinnaswamy Stadium,50,Sunrisers Hyderabad,Kolkata Knight Riders,34.772,9.747,30
1265,M Chinnaswamy Stadium,100,Kolkata Knight Riders,Sunrisers Hyderabad,54.732,8.225,48
1266,M Chinnaswamy Stadium,50,Kolkata Knight Riders,Mumbai Indians,57.197,9.369,25
1267,M Chinnaswamy Stadium,100,Mumbai Indians,Kolkata Knight Riders,50.391,10.322,36
1268,"Rajiv Gandhi International Stadium, Uppal",50,Mumbai Indians,Rising Pune Supergiant,38.926,4.762,32
1269,"Rajiv Gandhi International Stadium, Uppal",100,Rising Pune Supergiant,Mumbai Indians,32.991,10.546,38
1270,Wankhede Stadium,50,Mumbai Indians,Chennai Super Kings,42.61,6.708,39
1271,Wankhede Stadium,100,Chennai Super Kings,Mumbai Indians,30.738,6.549,42
1272,Punjab Cricket Association IS Bindra Stadium,50,Delhi Daredevils,Punjab Kings,33.521,11.104,45
1273,Punjab Cricket Association IS Bindra Stadium,100,Punjab Kings,Delhi Daredevils,41.689,7.22,73
1274,Eden Gardens,50,Royal Challengers Bangalore,Kolkata Knight Riders,33.315,5.303,52
1275,Eden Gardens,100,Kolkata Knight Riders,Royal Challengers Bangalore,50.408,7.814,68
1276,Rajiv Gandhi International Stadium,50,Rajasthan Royals,Sunrisers Hyderabad,30.041,7.372,48
1277,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Rajasthan Royals,35.089,8.21,57
1278,MA Chidambaram Stadium,50,Kolkata Knight Riders,Chennai Super Kings,50.408,11.033,64
1279,MA Chidambaram Stadium,100,Chennai Super Kings,Kolkata Knight Riders,30.738,6.942,75
1280,Sawai Mansingh Stadium,50,Rajasthan Royals,Delhi Daredevils,41.894,5.782,51
1281,Sawai Mansingh Stadium,100,Delhi Daredevils,Rajasthan Royals,54.106,8.21,60
1282,Rajiv Gandhi International Stadium,50,Mumbai Indians,Sunrisers Hyderabad,29.963,7.673,54
1283,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Mumbai Indians,23.116,4.883,56
1284,M.Chinnaswamy Stadium,50,Punjab Kings,Royal Challengers Bangalore,52.028,5.157,50
1285,M.Chinnaswamy Stadium,100,Royal Challengers Bangalore,Punjab Kings,43.868,7.37,41
1286,Wankhede Stadium,50,Mumbai Indians,Delhi Daredevils,23.914,6.342,84
1287,Wankhede Stadium,100,Delhi Daredevils,Mumbai Indians,31.342,3.494,53
1288,Eden Gardens,50,Kolkata Knight Riders,Sunrisers Hyderabad,34.882,7.545,49
1289,Eden Gardens,100,Sunrisers Hyderabad,Kolkata Knight Riders,44.836,8.512,46
1290,M.Chinnaswamy Stadium,50,Rajasthan Royals,Royal Challengers Bangalore,30.041,7.814,52
1291,M.Chinnaswamy Stadium,100,Royal Challengers Bangalore,Rajasthan Royals,33.315,8.794,64
1292,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Chennai Super Kings,24.308,7.758,75
1293,Punjab Cricket Association IS Bindra Stadium,100,Chennai Super Kings,Punjab Kings,38.6,6.214,53
1294,Eden Gardens,50,Kolkata Knight Riders,Delhi Daredevils,39.906,5.782,50
1295,Eden Gardens,100,Delhi Daredevils,Kolkata Knight Riders,52.813,6.538,56
1296,Wankhede Stadium,50,Mumbai Indians,Royal Challengers Bangalore,42.61,7.295,60
1297,Wankhede Stadium,100,Royal Challengers Bangalore,Mumbai Indians,42.088,7.138,55
1298,Sawai Mansingh Stadium,50,Rajasthan Royals,Kolkata Knight Riders,19.604,5.09,48
1299,Sawai Mansingh Stadium,100,Kolkata Knight Riders,Rajasthan Royals,39.906,8.21,53
1300,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Sunrisers Hyderabad,24.308,7.633,49
1301,Punjab Cricket Association IS Bindra Stadium,100,Sunrisers Hyderabad,Punjab Kings,57.898,5.649,40
1302,Maharashtra Cricket Association Stadium,50,Chennai Super Kings,Rajasthan Royals,30.738,5.479,69
1303,Maharashtra Cricket Association Stadium,100,Rajasthan Royals,Chennai Super Kings,55.15,7.953,35
1304,Eden Gardens,50,Kolkata Knight Riders,Punjab Kings,39.906,3.423,50
1305,Eden Gardens,100,Punjab Kings,Kolkata Knight Riders,24.308,6.638,73
1306,M.Chinnaswamy Stadium,50,Delhi Daredevils,Royal Challengers Bangalore,41.679,6.832,28
1307,M.Chinnaswamy Stadium,100,Royal Challengers Bangalore,Delhi Daredevils,43.726,6.174,43
1308,Rajiv Gandhi International Stadium,50,Chennai Super Kings,Sunrisers Hyderabad,33.527,8.646,27
1309,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Chennai Super Kings,31.118,7.953,40
1310,Sawai Mansingh Stadium,50,Mumbai Indians,Rajasthan Royals,33.042,9.555,43
1311,Sawai Mansingh Stadium,100,Rajasthan Royals,Mumbai Indians,44.554,7.138,43
1312,Arun Jaitley Stadium,50,Punjab Kings,Delhi Daredevils,43.753,3.299,51
1313,Arun Jaitley Stadium,100,Delhi Daredevils,Punjab Kings,53.789,2.859,48
1314,Wankhede Stadium,50,Sunrisers Hyderabad,Mumbai Indians,66.581,5.867,51
1315,Wankhede Stadium,100,Mumbai Indians,Sunrisers Hyderabad,54.075,8.016,22
1316,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,32.592,7.758,52
1317,M.Chinnaswamy Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,40.014,7.221,55
1318,Rajiv Gandhi International Stadium,50,Sunrisers Hyderabad,Punjab Kings,53.52,1.604,37
1319,Rajiv Gandhi International Stadium,100,Punjab Kings,Sunrisers Hyderabad,24.308,7.414,44
1320,Arun Jaitley Stadium,50,Delhi Daredevils,Kolkata Knight Riders,23.647,7.645,57
1321,Arun Jaitley Stadium,100,Kolkata Knight Riders,Delhi Daredevils,70.948,3.691,51
1322,Maharashtra Cricket Association Stadium,50,Chennai Super Kings,Mumbai Indians,30.738,7.045,51
1323,Maharashtra Cricket Association Stadium,100,Mumbai Indians,Chennai Super Kings,23.914,11.201,50
1324,Sawai Mansingh Stadium,50,Sunrisers Hyderabad,Rajasthan Royals,35.666,9.555,39
1325,Sawai Mansingh Stadium,100,Rajasthan Royals,Sunrisers Hyderabad,32.701,8.781,43
1326,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Kolkata Knight Riders,23.11,7.552,40
1327,M.Chinnaswamy Stadium,100,Kolkata Knight Riders,Royal Challengers Bangalore,28.404,7.788,51
1328,Maharashtra Cricket Association Stadium,50,Chennai Super Kings,Delhi Daredevils,21.83,3.399,56
1329,Maharashtra Cricket Association Stadium,100,Delhi Daredevils,Chennai Super Kings,43.857,4.592,59
1330,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Mumbai Indians,22.969,6.846,43
1331,M.Chinnaswamy Stadium,100,Mumbai Indians,Royal Challengers Bangalore,48.61,7.269,40
1332,Arun Jaitley Stadium,50,Delhi Daredevils,Rajasthan Royals,33.984,10.455,62
1333,Arun Jaitley Stadium,100,Rajasthan Royals,Delhi Daredevils,23.271,5.037,79
1334,Eden Gardens,50,Chennai Super Kings,Kolkata Knight Riders,33.527,7.552,57
1335,Eden Gardens,100,Kolkata Knight Riders,Chennai Super Kings,51.311,4.592,56
1336,Holkar Cricket Stadium,50,Punjab Kings,Mumbai Indians,24.308,5.867,49
1337,Holkar Cricket Stadium,100,Mumbai Indians,Punjab Kings,33.042,7.224,39
1338,Maharashtra Cricket Association Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,31.897,2.124,47
1339,Maharashtra Cricket Association Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,30.738,7.788,42
1340,Rajiv Gandhi International Stadium,50,Delhi Daredevils,Sunrisers Hyderabad,32.925,13.703,60
1341,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Delhi Daredevils,23.693,3.691,61
1342,Wankhede Stadium,50,Mumbai Indians,Kolkata Knight Riders,23.914,7.454,56
1343,Wankhede Stadium,100,Kolkata Knight Riders,Mumbai Indians,46.286,5.867,47
1344,Holkar Cricket Stadium,50,Rajasthan Royals,Punjab Kings,43.661,7.058,45
1345,Holkar Cricket Stadium,100,Punjab Kings,Rajasthan Royals,45.606,5.947,34
1346,Rajiv Gandhi International Stadium,50,Sunrisers Hyderabad,Royal Challengers Bangalore,35.666,7.369,38
1347,Rajiv Gandhi International Stadium,100,Royal Challengers Bangalore,Sunrisers Hyderabad,31.756,13.703,55
1348,Sawai Mansingh Stadium,50,Rajasthan Royals,Punjab Kings,43.574,6.666,63
1349,Sawai Mansingh Stadium,100,Punjab Kings,Rajasthan Royals,45.824,5.947,33
1350,Eden Gardens,50,Mumbai Indians,Kolkata Knight Riders,33.482,6.53,47
1351,Eden Gardens,100,Kolkata Knight Riders,Mumbai Indians,50.408,7.045,47
1352,Arun Jaitley Stadium,50,Delhi Daredevils,Sunrisers Hyderabad,42.142,13.703,38
1353,Arun Jaitley Stadium,100,Sunrisers Hyderabad,Delhi Daredevils,35.666,4.912,51
1354,Sawai Mansingh Stadium,50,Chennai Super Kings,Rajasthan Royals,30.738,6.637,55
1355,Sawai Mansingh Stadium,100,Rajasthan Royals,Chennai Super Kings,45.864,5.277,57
1356,Holkar Cricket Stadium,50,Kolkata Knight Riders,Punjab Kings,39.906,10.674,59
1357,Holkar Cricket Stadium,100,Punjab Kings,Kolkata Knight Riders,34.427,4.557,58
1358,Arun Jaitley Stadium,50,Delhi Daredevils,Royal Challengers Bangalore,42.142,7.788,44
1359,Arun Jaitley Stadium,100,Royal Challengers Bangalore,Delhi Daredevils,40.312,4.343,58
1360,Maharashtra Cricket Association Stadium,50,Sunrisers Hyderabad,Chennai Super Kings,35.666,4.61,29
1361,Maharashtra Cricket Association Stadium,100,Chennai Super Kings,Sunrisers Hyderabad,19.041,13.204,53
1362,Wankhede Stadium,50,Mumbai Indians,Rajasthan Royals,23.914,8.275,51
1363,Wankhede Stadium,100,Rajasthan Royals,Mumbai Indians,33.225,7.045,51
1364,Holkar Cricket Stadium,50,Punjab Kings,Royal Challengers Bangalore,53.567,7.269,47
1365,Holkar Cricket Stadium,100,Royal Challengers Bangalore,Punjab Kings,20.622,10.393,66
1366,Eden Gardens,50,Rajasthan Royals,Kolkata Knight Riders,35.885,5.053,68
1367,Eden Gardens,100,Kolkata Knight Riders,Rajasthan Royals,50.408,3.693,51
1368,Wankhede Stadium,50,Mumbai Indians,Punjab Kings,54.075,5.934,60
1369,Wankhede Stadium,100,Punjab Kings,Mumbai Indians,34.647,7.045,57
1370,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Sunrisers Hyderabad,40.312,9.266,44
1371,M.Chinnaswamy Stadium,100,Sunrisers Hyderabad,Royal Challengers Bangalore,35.666,9.044,56
1372,Arun Jaitley Stadium,50,Delhi Daredevils,Chennai Super Kings,31.664,5.974,39
1373,Arun Jaitley Stadium,100,Chennai Super Kings,Delhi Daredevils,19.041,4.749,44
1374,Sawai Mansingh Stadium,50,Rajasthan Royals,Royal Challengers Bangalore,22.264,7.888,45
1375,Sawai Mansingh Stadium,100,Royal Challengers Bangalore,Rajasthan Royals,31.175,5.363,55
1376,Rajiv Gandhi International Stadium,50,Sunrisers Hyderabad,Kolkata Knight Riders,19.285,6.439,60
1377,Rajiv Gandhi International Stadium,100,Kolkata Knight Riders,Sunrisers Hyderabad,39.906,13.703,66
1378,Arun Jaitley Stadium,50,Delhi Daredevils,Mumbai Indians,42.798,4.571,46
1379,Arun Jaitley Stadium,100,Mumbai Indians,Delhi Daredevils,33.042,4.84,57
1380,Maharashtra Cricket Association Stadium,50,Punjab Kings,Chennai Super Kings,53.236,4.045,29
1381,Maharashtra Cricket Association Stadium,100,Chennai Super Kings,Punjab Kings,53.372,5.934,33
1382,Wankhede Stadium,50,Sunrisers Hyderabad,Chennai Super Kings,49.689,5.289,47
1383,Wankhede Stadium,100,Chennai Super Kings,Sunrisers Hyderabad,51.291,11.827,33
1384,Eden Gardens,50,Kolkata Knight Riders,Rajasthan Royals,59.544,4.974,46
1385,Eden Gardens,100,Rajasthan Royals,Kolkata Knight Riders,32.701,6.339,51
1386,Eden Gardens,50,Sunrisers Hyderabad,Kolkata Knight Riders,23.116,5.053,45
1387,Eden Gardens,100,Kolkata Knight Riders,Sunrisers Hyderabad,38.906,7.746,67
1388,Wankhede Stadium,50,Sunrisers Hyderabad,Chennai Super Kings,31.259,5.289,42
1389,Wankhede Stadium,100,Chennai Super Kings,Sunrisers Hyderabad,33.527,10.553,35
1390,MA Chidambaram Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,40.312,6.513,33
1391,MA Chidambaram Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,30.738,2.553,16
1392,Eden Gardens,50,Sunrisers Hyderabad,Kolkata Knight Riders,23.328,5.08,54
1393,Eden Gardens,100,Kolkata Knight Riders,Sunrisers Hyderabad,34.882,13.703,47
1394,Wankhede Stadium,50,Delhi Capitals,Mumbai Indians,42.064,5.953,45
1395,Wankhede Stadium,100,Mumbai Indians,Delhi Capitals,42.299,7.991,46
1396,Sawai Mansingh Stadium,50,Punjab Kings,Rajasthan Royals,34.427,8.275,32
1397,Sawai Mansingh Stadium,100,Rajasthan Royals,Punjab Kings,23.574,2.971,64
1398,Arun Jaitley Stadium,50,Delhi Capitals,Chennai Super Kings,32.842,7.758,43
1399,Arun Jaitley Stadium,100,Chennai Super Kings,Delhi Capitals,30.738,6.464,58
1400,Eden Gardens,50,Kolkata Knight Riders,Punjab Kings,50.408,8.132,53
1401,Eden Gardens,100,Punjab Kings,Kolkata Knight Riders,47.003,2.206,51
1402,M.Chinnaswamy Stadium,50,Mumbai Indians,Royal Challengers Bangalore,21.403,6.516,52
1403,M.Chinnaswamy Stadium,100,Royal Challengers Bangalore,Mumbai Indians,29.759,10.954,60
1404,Rajiv Gandhi International Stadium,50,Rajasthan Royals,Sunrisers Hyderabad,34.011,12.602,35
1405,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Rajasthan Royals,23.328,8.275,69
1406,Punjab Cricket Association IS Bindra Stadium,50,Mumbai Indians,Punjab Kings,34.05,7.932,62
1407,Punjab Cricket Association IS Bindra Stadium,100,Punjab Kings,Mumbai Indians,24.308,9.189,38
1408,Arun Jaitley Stadium,50,Kolkata Knight Riders,Delhi Capitals,28.498,4.801,36
1409,Arun Jaitley Stadium,100,Delhi Capitals,Kolkata Knight Riders,32.842,4.074,45
